COUNTY,SINGLE,ONECHILD,TWOCHILD
Apache,21456,47105,57695
Cochise,22933,48008,58598
Coconino,24437,51973,62563
Gila,23001,48746,59336
Graham,22591,47871,58461
Greenlee,21853,47105,57695
La Paz,22154,47625,58215
Maricopa,23343,50702,61292
Mohave,22044,48213,58803
Navajo,22906,48022,58611
Pima,22331,49649,60239
Pinal,23343,50702,61292
Santa Cruz,21771,47105,57695
Yavapai,24150,50114,60704
Yuma,23548,49690,60280
