COUNTY,SINGLE,ONECHILD,TWOCHILD
Addison,25298,51836,59919
Bennington,25763,51467,59549
Caledonia,23972,50482,58565
Chittenden,26706,57032,65115
Essex,22837,48636,56719
Franklin,26706,57032,65115
Grand Isle,26706,57032,65115
Lamoille,23411,51713,59795
Orange,25025,51344,59426
Orleans,22782,48732,56815
Rutland,24970,50920,59002
Washington,25216,52082,60165
Windham,24450,52110,60192
Windsor,25544,52411,60493
